product_id,product_title,retail_price,Disc__perc,disc_price,rating,summary,review,location,date,upvotes,downvotes
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Worth every penny,Very nice product,Gobindpur,5 months ago,39,5
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Good choice,"this phone is so good , and It's design so beautiful .Camera quality is 🌝 maSt ,",Dhanbad District,5 months ago,33,5
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,Nice product 😊👍,Puruliya,5 months ago,9,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,Awesome phone 📱🤩 camera quality is super duper and battry backup is good 👍 nice product,Raniyan,4 months ago,385,121
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,I like this product,Allahabad,5 months ago,49,10
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Wonderful,"What a premium Looking phone, Camera is Decent (Good side) But Performance is just ok not good, If This phone will 5g and 1k More expensive then its Grat deal",Thane,5 months ago,17,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Perfect product!,Best phone,Solapur,4 months ago,20,3
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Nice product,"This is a best smartphone in this price range. Talking about its 🔴 Battery: Very good performance on battery segment. One time full charge you can assess your mobile one day very easily.🔴 Display: Though it is not an amoled panel, instead of that you will realise it's awesome. Talking about the pick brightness, it is amazing. Specially it's punch hole style is very attractive and the mini capsule features is just awesome. It makes you feel specific like a apple user 😄🔴Camera : nice com...",Dogachhia Barddhaman District,3 months ago,8,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,Mobile is all good,Dharmavaram,5 months ago,7,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Fabulous!,Very nice phone it's like a I phone,Ajmer,5 months ago,8,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,Nice phone,Unnao,5 months ago,60,19
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Fabulous!,Good phone according this price ✨,Ambedkar Nagar District,5 months ago,28,7
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Super!,Nice photo,Rohtas District,3 months ago,29,7
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific,Looking awesome,North Twenty Four Parganas District,5 months ago,11,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Best in the market!,Camera loocks osum and camera quality is good good product in tha range,Jabalpur,4 months ago,43,13
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Delightful,Overall product is good,Birbhum District,4 months ago,14,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Highly recommended,Best budget phone,Motihari,5 months ago,14,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Best in the market!,Best phone,Uttar Dinajpur District,5 months ago,53,19
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Awesome,It's a worth buying phone within this price range.,Mira Bhayandar,4 months ago,21,5
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Super!,Budget mobile excellent,Sri Potti Sriramulu Nellore District,5 months ago,19,3
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Really Nice,Awesome 😎,Budaun District,2 months ago,12,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Wonderful,Very nice product😊Thank you Real me,Prayagraj,4 months ago,4,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Super!,Camera is very goodPerformance and battery also goodThis is the best phone under 12k,Umarkhed,5 months ago,20,5
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,I love these phone so so much Flipkart..I am very very happy buying these phone ..Realme C55 very Good mobile phone,Balrampur District,4 months ago,17,4
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Great product,"In low cost, provided a good product.",Bhiwadi,2 months ago,9,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Worth the money,Good performance,Channagiri,5 months ago,18,5
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Everything is good but processor is not good 😊,Muzaffarpur,5 months ago,13,3
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Perfect product!,Performance is good,Haridwar,2 months ago,4,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Awesome,Great Camera...😍,Siolim,3 months ago,5,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Good quality i never seen such kind of product ✊✊,Bokakhat,3 months ago,5,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Worth every penny,Good,Amila,3 months ago,5,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Wonderful,Very good for this budget,Jamshedpur,4 months ago,5,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Nice product,Pathri,5 months ago,4,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Worth the money,Phone is very good,Gurugram,3 months ago,8,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Good quality product,Good budget phone.But speaker is not upto the mark. overall good phone....go for it.,Kolkata,4 months ago,8,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Mind-blowing purchase,Value for money,Bengaluru,5 months ago,8,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,good,Limla,4 months ago,18,7
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Lucking beautifully.,Birbhum District,3 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Just okay,On this price phone is ok but camera model looking like oppo Vivo phoneAnd the camera is ok,Agra,3 months ago,3,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Simply awesome,This product are very good this segmaent price look performance are very much,Mungaoli,4 months ago,5,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Delightful,I like this smart phone,Gulbarga District,3 months ago,8,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,Very very nice phone,Khagaria District,5 months ago,8,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Wonderful,Value for money 👍 good Camara .and good quality.good battery,Asifabad,3 months ago,6,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Awesome,Camera ok 4/5,Chemnad,2 months ago,3,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Mind-blowing purchase,Nice mobile,Kurnool,2 months ago,3,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Good choice,This range best mobile camera also good quality,Egarkunr,2 months ago,3,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Great product,Camera is goodBattery performance is goodMobile looking is osm....,Chalisgaon,3 months ago,3,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,Nice,Rayachoti,3 months ago,4,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Pretty good,"Amazing phone !The most important thing when buying a product we should check the the quality and Quality: everything in the phone is perfect it looks amazing and the cameras shooting quality is  amazing but the cameras are really big! so, i will give it a 4 out of 5.6gb ram is amazing isn't it? I'll give it a 5 out of 5So overall I'll give it a 9 out of 10. 👌📱",Ranga Reddy,3 months ago,4,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,Camera best and phone smartness,Ballia,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Must buy!,Camera battery n complete set hai wonderfull,Zaidpur,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Worth every penny,"Nice look fast run workin,thanks delivary boy",Mangaluru,4 months ago,3,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Mind-blowing purchase,Supar camera 📸,Madhubani District,2 months ago,5,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific,"Product is gud, camera gud and battery is half hourcomplete",Puttur,5 months ago,3,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Super!,Amazing phone,Vanjipalayam,4 months ago,4,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Highly recommended,Nice phone,Pune,4 months ago,4,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Excellent,I recently buy this smart phone and performance are very good,Jagatsinghpur,4 months ago,5,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific,Very good product,Hussainabad,5 months ago,4,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Great product,Super product tq to realme,East Godavari District,5 months ago,4,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,"Awesome👏 Very Happy to buy this product...Really Good,1.Camera Quality is Superb2.Battery Life is Awesome 5000Mah 3.Android 13 4.Overall Mobile is Excellent💯 Must Buy...",Ambur,5 months ago,6,3
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Mind-blowing purchase,Camera quality is very good 😍😍,Bardhaman,1 month ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,👌👌👌Super nice mobile 👌👌👌👌👌,Sriramnagar,2 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Awesome,Good quality and wonderful work 💯Smart looking,Bhopal,2 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Best in the market!,"Very nice phone same as expected,value for money",Mau District,2 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Super!,Best value for money phone Nice camara performance 👌👌,Madha,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Excellent,Nice 👍,Robertsganj,3 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Worth every penny,This phone is  my grandfather and he is very happy to purchased,Nayagarh District,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Utterly Disappointed,Speakers sound is very low,Macherla,3 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Wonderful,"the mobile is awesome i have it since 10 days Camera Like Premium,Look So Beautiful,Battery Lasts Long,Over All Good Mobile",Jaipur,4 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,Battery backup is best,Chakan,4 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Decent product,Overall good but sound quality disappoint me.,Garulia,5 months ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Does the job,Camera results not 64 mpBig camera look like one rupees coinPhone operating good,Ahmedabad,5 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Wonderful,Videos supperPhoto supper,Guntur District,5 months ago,9,8
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Absolute rubbish!,According to price very poor product.,Devinagar,4 months ago,9,7
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,Camera performance is goodCharging is awesome 😎Better back-up good 😊Display is ok ok..Fingerprint is very fast..Performance 4/5Value for money 🤑,Sant Ravidas Nagar Bhadohi District,5 months ago,6,4
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Classy product,Good quality products,Nahan,4 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Really Nice,Day to day usd best,Cooch Behar,4 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Terrible product,"Front camera quality not good, battery level down fastly, speaker sound is not good.poor performance.not good in hight temperature.It seems too hot.",Karnal,4 months ago,4,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Very Good,Super,Janjgir Champa District,2 months ago,3,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",2,Expected a better product,Guys camera size is too big which won't look good Apps will show notifications useless touch not upto mark.Better go for moto or any other,Sri Potti Sriramulu Nellore District,5 months ago,1,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,It is a best product in this price. Camera Quality is Good. Display Quality is Good. Design is So good you love it.,Bhadrak District,2 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,Very nice 👌,Koch Bihar District,2 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Excellent,Worth - buying mobile for students 🌼,Munger,3 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,very good design,Malda,3 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Nice,"Pros Design goodSound goodGood display, good brightnessCamera goodConsI face lagsPerfomance g 88 is averageBattery drain fastly",Kollam District,3 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Does the job,Camera not good heating,Vadakkekara,5 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Horrible,Hanging problem..camera is also like blurry..this is like big screen china phone,Saran,5 months ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Great product,"Decent product,value for money",Pune,1 month ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Good choice,Best product,Kanpur,1 month ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Really Nice,Actually I like the product with a rating of 4.5 but the problem is with sound which is very  average,Proddatur,2 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Simply awesome,Thanku.! Realme  very budget ful....with good camera quality so smooth screen 😉,Thane,2 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Nice,Parformance  5/⭐⭐Display 5/. ⭐⭐⭐⭐Camera 5./ ⭐⭐⭐User experience 5/⭐⭐,Kadi,2 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Simply awesome,Nice,Kheda,2 months ago,2,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Delightful,Ok,Jalpaiguri District,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Excellent,"The phone is awesome.the camera,performance everything is good.",Madurai,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Does the job,Not for gaming but phone s diesgn so much better like ilphone 12 but not better performance in this phone,Jaipur,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Just okay,When phone is in lock condition the screen doesn't show incoming calls. U need to unlock the phone and then select the call from notification drop down option.. otherwise phone is good.,Debagarh,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",2,Could be way better,This product is not value for money there is many problems like:- hanging issue and charging time display capsule not working properly 😕😔,Rajkot,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Unsatisfactory,"The product is really bad I would recommend not to buy this product at all the product is third class storage is bad, sound quality is poor it's been a month since I've been using it the phone hangs touch panel isn't working properly",Thane,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Good choice,After like a month of usage I have some bad points and good points the camera is amazing the videos quality is amazing for a budget phone it's camera can give a good 20 k phone a competition but after some usage you will face some minor heating problems in its GPU so if brought for gaming I will suggest you to play in a cooler environment it's processor give a good output of 60fps in all games so no worries on high end games,Jharsuguda,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Worth every penny,Very good mobile.bettery service very better and it take full charge 30min.,Burdwan,3 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,Battery life 100% support / came 80% / 👌👌👌,Sahebganj,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Worth every penny,"realme c55   best phone  camera  64m  ,8m    5000 battery   quality",Mayurbhanj District,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Don't waste your money,Please don't buy this phone..phone restarting lot of times...worst phone ...,Moothakunnam,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Does the job,Price wise phone is value for money and in hand feel is decent but the measure reminder is if you buying this phone for that noti capsule it doesn't works....,Sangola,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Highly recommended,Very nice phone. All the features and look of this phone is absolutely premium.,Kolkata,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just okay,Very good 👍👍,Puruliya District,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Good,Over All Mobile Features awesome but Only Disappointement is Speakers Quality less And Noisely,Ysr District,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Nice product,Very good,Chirala,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Pretty good,👍 nice,Aruppukkottai,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Very Good,Product so good i like it,Natchiarkoil,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",2,Could be way better,Phone battery is vare heat😤😒,Bengaluru,4 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,NYC product this product is very NYC camera nyc..And Display nyc I loved it,Dumraon,5 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Good product and very much camera and very nice battery,Kumarbagh,5 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Nice product,Designed in this segment is spectacular And other things is decent. Yes I think speaker quality must be done better . That's why I give it  ⭐⭐⭐⭐,Nahan,5 months ago,8,15
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Worthless,The camera design is too big for 64mp camera. The quality of the rear camera is bad..,Bengaluru,4 months ago,1,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Terrible product,less than expected,New Delhi,5 months ago,0,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Useless product,"Do not buy this phone. The shape of phone is bent. Have so many issues like screen blinking, speaker, microphone....",Hyderabad,5 months ago,2,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Delightful,Overall mobile is good but display refresh was poor,Hyderabad,5 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Brilliant,Good product 👍👍,Babrala,5 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Good choice,ok,Chennai,5 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Worthless,Very bad,Pathankot District,5 months ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Super!,Excellent model and slim model,Prakasam District,5 months ago,1,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific,"Camera quality is after all good , but Rear  camera 64 mp very good And touch refresh is simple",Jhargam District,5 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",2,Not good,Not happy,Chennai,5 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Waste of money!,Only Dabba phone don't buy...Much more good is oppo or others camera is really bad and battery will drain in 3 hours,Allahabad District,5 months ago,0,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Very poor,"Worst product of realme brand , Camera performance is very poor , don't buy it. Also it's overheating",Golaghat District,5 months ago,2,6
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",2,Moderate,Battery performance not ok,Sara Industrial Estate,3 months ago,1,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Just wow!,Nice mobile and battery backup is best,Mahrajganj District,4 months ago,1,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Horrible,performance is worst,Gorakhpur,5 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Simply awesome,Product chala bagundiCamera super,Vijayawada,5 months ago,1,1
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",1,Very poor,Bad Experience with Real me. Phone speed is too slow. MI Phones with the same price is far better than Realme phones.,Ludhiana,5 months ago,0,2
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Nice,"Mobile looks bulky and boxy design , sound output is terible at the bottom low sound problem this should be biggest flaw of this version .",Madurai,Today,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific,Beautiful,Cuttack,Today,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Nice,Muzaffarpur District,Today,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Value-for-money,Yes it is good. But need more camera quality 👍,East Godavari District,1 day ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Good,Bengaluru,1 day ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Wonderful,Nice looking,Malegaon,1 day ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Must buy!,Wonderful 👍,Thane,1 day ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",2,Slightly disappointed,Average,Loni Kalbhor,1 day ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",3,Nice,Not good,Durgapur,2 days ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Wonderful,Good 👍,Bengaluru,3 days ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Delightful,Nice phone under this price range.,New Delhi,3 days ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",4,Worth the money,Value for money,Goregaon,3 days ago,0,0
MOBGNBYJ3GSGXWYQ,"realme C55 (Rainforest, 64 GB)","13,999",14,"11,999",5,Terrific purchase,Nice product,Chhatarpur,3 days ago,0,0
